paradigm_id,type,patient_count,drug_count,drugs,description
C055,drug_combination,50,2,G-CSF; plerixafor,G-CSF + plerixafor
C308,drug_combination,7,2,dasatinib; filgrastim,dasatinib + filgrastim
C310,drug_combination,7,2,Nivolumab-relatlimab FDC; pegfilgrastim,Nivolumab-relatlimab FDC + pegfilgrastim
C296,drug_combination,7,2,Nivolumab & Ipilimumab; pegfilgrastim,Nivolumab & Ipilimumab + pegfilgrastim
C307,drug_combination,7,2,Anlotinib hydrochloride capsule Combined With Concurrent Chemoradiotherapy; vincristine,Anlotinib hydrochloride capsule Combined With Concurrent Chemoradiotherapy + vincristine
C306,drug_combination,7,2,Trametinib placebo; pegfilgrastim,Trametinib placebo + pegfilgrastim
C304,drug_combination,7,2,Drugs Approved for Childhood Cancers; vincristine,Drugs Approved for Childhood Cancers + vincristine
C303,drug_combination,7,2,Nivolumab and Relatlimab-rmbw; vincristine,Nivolumab and Relatlimab-rmbw + vincristine
C305,drug_combination,7,2,intra-arterial oxaliplatin + Systemic FOLFIRI + target agent bevacizumab or cetuximab every 2 weeks; pegfilgrastim,intra-arterial oxaliplatin + Systemic FOLFIRI + target agent bevacizumab or cetuximab every 2 weeks + pegfilgrastim
C309,drug_combination,7,2,Pemetrexed and Gemcitabine plus Bevacizumab; pegfilgrastim,Pemetrexed and Gemcitabine plus Bevacizumab + pegfilgrastim
C301,drug_combination,7,2,Nivolumab induction; pegfilgrastim,Nivolumab induction + pegfilgrastim
C300,drug_combination,7,2,DIFLUOROMETHYLORNITHINE; filgrastim,DIFLUOROMETHYLORNITHINE + filgrastim
C299,drug_combination,7,2,filgrastim; intra-arterial oxaliplatin + Systemic FOLFIRI + target agent bevacizumab or cetuximab every 2 weeks,filgrastim + intra-arterial oxaliplatin + Systemic FOLFIRI + target agent bevacizumab or cetuximab every 2 weeks
C297,drug_combination,7,2,Nivolumab-relatlimab FDC; filgrastim,Nivolumab-relatlimab FDC + filgrastim
C298,drug_combination,7,2,Bortezomib drug; filgrastim,Bortezomib drug + filgrastim
C786,drug_combination,6,2,Nivolumab induction; tretinoin,Nivolumab induction + tretinoin
C777,drug_combination,6,2,Nivolumab & Ipilimumab; tretinoin,Nivolumab & Ipilimumab + tretinoin
C778,drug_combination,6,2,Cyclophosphamid; chlorambucil drug,Cyclophosphamid + chlorambucil drug
C779,drug_combination,6,2,Cyclophosphamid; Palbociclib100mg,Cyclophosphamid + Palbociclib100mg
C784,drug_combination,6,2,Cyclophosphamid; albumin-bound paclitaxe combined with bevacizumab biosimilar,Cyclophosphamid + albumin-bound paclitaxe combined with bevacizumab biosimilar
C780,drug_combination,6,2,1A46 Drug Substance; tretinoin,1A46 Drug Substance + tretinoin
C785,drug_combination,6,2,Cyclophosphamide; Everolimus Afinitor tablets,Cyclophosphamide + Everolimus Afinitor tablets
C782,drug_combination,6,2,carboplatin paclitaxel bevacizumab; tretinoin,carboplatin paclitaxel bevacizumab + tretinoin
C783,drug_combination,6,2,Cyclophosphamid; intra-arterial oxaliplatin + Systemic FOLFIRI + target agent bevacizumab or cetuximab every 2 weeks,Cyclophosphamid + intra-arterial oxaliplatin + Systemic FOLFIRI + target agent bevacizumab or cetuximab every 2 weeks
C776,drug_combination,6,2,Cyclophosphamid; Pemetrexed and Gemcitabine plus Bevacizumab,Cyclophosphamid + Pemetrexed and Gemcitabine plus Bevacizumab
C781,drug_combination,6,2,Cyclophosphamid; Dabrafenib and trametinib combination,Cyclophosphamid + Dabrafenib and trametinib combination
C771,drug_combination,6,2,Cyclophosphamid; Fimepinostat,Cyclophosphamid + Fimepinostat
C775,drug_combination,6,2,Cyclophosphamide; Fenretinide,Cyclophosphamide + Fenretinide
C774,drug_combination,6,2,Cyclophosphamid; Nivolumab & Ipilimumab,Cyclophosphamid + Nivolumab & Ipilimumab
C773,drug_combination,6,2,AMG386 and bevacizumab; Cyclophosphamid,AMG386 and bevacizumab + Cyclophosphamid
C772,drug_combination,6,2,AZD1775; Cyclophosphamide,AZD1775 + Cyclophosphamide
C770,drug_combination,6,2,Cyclophosphamid; selinexor,Cyclophosphamid + selinexor
C769,drug_combination,6,2,Cyclophosphamid; Mocetinostat Induction Phase + Ipilimumab + Nivolumab,Cyclophosphamid + Mocetinostat Induction Phase + Ipilimumab + Nivolumab
C768,drug_combination,6,2,"Cyclophosphamid; Imatinib, Fluorouracil, Oxaliplatin, Leucovorin and Bevacizumab","Cyclophosphamid + Imatinib, Fluorouracil, Oxaliplatin, Leucovorin and Bevacizumab"
C767,drug_combination,6,2,Cyclophosphamide; trametinib dimethyl sulfoxide,Cyclophosphamide + trametinib dimethyl sulfoxide
C788,drug_combination,6,2,SAHA(Suberoylanilide; tretinoin,SAHA(Suberoylanilide + tretinoin
C765,drug_combination,6,2,Dabrafenib and trametinib combination; tretinoin,Dabrafenib and trametinib combination + tretinoin
C766,drug_combination,6,2,Anlotinib hydrochloride capsule Combined With Concurrent Chemoradiotherapy; Cyclophosphamide,Anlotinib hydrochloride capsule Combined With Concurrent Chemoradiotherapy + Cyclophosphamide
C787,drug_combination,6,2,Oncolytic virus VRT106; tretinoin,Oncolytic virus VRT106 + tretinoin
C804,drug_combination,6,2,Cyclophosphamide; Drugs Approved for Different Types of Cancer,Cyclophosphamide + Drugs Approved for Different Types of Cancer
C789,drug_combination,6,2,Cyclophosphamid; ONO-7475 once daily,Cyclophosphamid + ONO-7475 once daily
C802,drug_combination,6,2,"Combination of Gemcitabine, Oxaliplatin, Sintilimab and Bevacizumab; Cyclophosphamid","Combination of Gemcitabine, Oxaliplatin, Sintilimab and Bevacizumab + Cyclophosphamid"
C812,drug_combination,6,2,Cyclophosphamide; palbociclib isethionate,Cyclophosphamide + palbociclib isethionate
C763,drug_combination,6,2,Cyclophosphamid; IV FOLFIRI+ target agent bevacizumab or cetuximab every 2 weeks,Cyclophosphamid + IV FOLFIRI+ target agent bevacizumab or cetuximab every 2 weeks
C811,drug_combination,6,2,Cyclophosphamide; loncastuximab tesirine-lpyl,Cyclophosphamide + loncastuximab tesirine-lpyl
C810,drug_combination,6,2,Cyclophosphamide; MK-1775,Cyclophosphamide + MK-1775
C809,drug_combination,6,2,Cyclophosphamide; Drug-based intervention,Cyclophosphamide + Drug-based intervention
C808,drug_combination,6,2,Cyclophosphamide; Surufatinib,Cyclophosphamide + Surufatinib
C807,drug_combination,6,2,dasatinib; tretinoin,dasatinib + tretinoin
C806,drug_combination,6,2,Cyclophosphamid; Nivolumab-relatlimab FDC,Cyclophosphamid + Nivolumab-relatlimab FDC
C805,drug_combination,6,2,mFOLFOX6 + Bevacizumab + PD-1 monoclonal antibody; tretinoin,mFOLFOX6 + Bevacizumab + PD-1 monoclonal antibody + tretinoin
C803,drug_combination,6,2,Cyclophosphamide; Nivolumab maintenance,Cyclophosphamide + Nivolumab maintenance
C801,drug_combination,6,2,selinexor; tretinoin,selinexor + tretinoin
C790,drug_combination,6,2,Cyclophosphamide; Three-drug chemotherapy group,Cyclophosphamide + Three-drug chemotherapy group
C800,drug_combination,6,2,Chemo with concomitant Capecitabine and KD018; Cyclophosphamid,Chemo with concomitant Capecitabine and KD018 + Cyclophosphamid
C799,drug_combination,6,2,Cyclophosphamid; Trifluridine/tipiracil + bevacizumab,Cyclophosphamid + Trifluridine/tipiracil + bevacizumab
C798,drug_combination,6,2,Cyclophosphamide; Trametinib placebo,Cyclophosphamide + Trametinib placebo
C797,drug_combination,6,2,BRAF inhibitor dabrafenib and MEK inhibitor trametinib; Cyclophosphamid,BRAF inhibitor dabrafenib and MEK inhibitor trametinib + Cyclophosphamid
C796,drug_combination,6,2,Adjuvant Atezolizumab-Bevacizumab Therapy; Cyclophosphamide,Adjuvant Atezolizumab-Bevacizumab Therapy + Cyclophosphamide
C795,drug_combination,6,2,Bevacizumab-IRDye800CW; Cyclophosphamide,Bevacizumab-IRDye800CW + Cyclophosphamide
C794,drug_combination,6,2,DIFLUOROMETHYLORNITHINE; tretinoin,DIFLUOROMETHYLORNITHINE + tretinoin
C793,drug_combination,6,2,Bortezomib drug; tretinoin,Bortezomib drug + tretinoin
C792,drug_combination,6,2,Nivolumab-relatlimab FDC; tretinoin,Nivolumab-relatlimab FDC + tretinoin
C791,drug_combination,6,2,Cyclophosphamide; two-drug chemotherapy group,Cyclophosphamide + two-drug chemotherapy group
C764,drug_combination,6,2,Surufatinib plus chemotherapy; tretinoin,Surufatinib plus chemotherapy + tretinoin
C726,drug_combination,6,2,Cyclophosphamide; Mocetinostat Maintenance Phase + Ipilimumab + Nivolumab,Cyclophosphamide + Mocetinostat Maintenance Phase + Ipilimumab + Nivolumab
C762,drug_combination,6,2,Cyclophosphamid; fenretinide lipid matrix,Cyclophosphamid + fenretinide lipid matrix
C723,drug_combination,6,2,Cyclophosphamide; PTC596,Cyclophosphamide + PTC596
C734,drug_combination,6,2,Trastuzumab+Nivolumab+Gemcitabine+Cisplatin; tretinoin,Trastuzumab+Nivolumab+Gemcitabine+Cisplatin + tretinoin
C733,drug_combination,6,2,"Cyclophosphamide; standard platinum-based concurrent chemoradiotherapy, followed by consolidation with PDR001","Cyclophosphamide + standard platinum-based concurrent chemoradiotherapy, followed by consolidation with PDR001"
C732,drug_combination,6,2,1A46 Drug Substance; Cyclophosphamid,1A46 Drug Substance + Cyclophosphamid
C731,drug_combination,6,2,Cyclophosphamid; Nivolumab and Hyaluronidase-nvhy,Cyclophosphamid + Nivolumab and Hyaluronidase-nvhy
C730,drug_combination,6,2,Cyclophosphamid; epirubicin - cyclophosphamide / docetaxel + bevacizumab,Cyclophosphamid + epirubicin - cyclophosphamide / docetaxel + bevacizumab
C729,drug_combination,6,2,DS-8273a + nivolumab; tretinoin,DS-8273a + nivolumab + tretinoin
C728,drug_combination,6,2,Nivolumab and Hyaluronidase-nvhy; tretinoin,Nivolumab and Hyaluronidase-nvhy + tretinoin
C727,drug_combination,6,2,Bevacizumab Avastin; tretinoin,Bevacizumab Avastin + tretinoin
C725,drug_combination,6,2,Cyclophosphamide; ONC201,Cyclophosphamide + ONC201
C724,drug_combination,6,2,Cyclophosphamid; ETBX-071 PSA-based Oncolytic Virus,Cyclophosphamid + ETBX-071 PSA-based Oncolytic Virus
C721,drug_combination,6,2,Cyclophosphamid; palbociclib isethionate,Cyclophosphamid + palbociclib isethionate
C736,drug_combination,6,2,***; tretinoin,*** + tretinoin
C720,drug_combination,6,2,Drug-based intervention; tretinoin,Drug-based intervention + tretinoin
C719,drug_combination,6,2,Cyclophosphamid; loncastuximab tesirine-lpyl,Cyclophosphamid + loncastuximab tesirine-lpyl
C718,drug_combination,6,2,Cyclophosphamid; MK-1775,Cyclophosphamid + MK-1775
C717,drug_combination,6,2,Antibody-Drug Conjugates; Cyclophosphamide,Antibody-Drug Conjugates + Cyclophosphamide
C716,drug_combination,6,2,Cyclophosphamid; Drug-based intervention,Cyclophosphamid + Drug-based intervention
C715,drug_combination,6,2,"Cyclophosphamide; PDR001 concurrent with standard platinum-based chemoradiation, followed by consolidation with PDR001","Cyclophosphamide + PDR001 concurrent with standard platinum-based chemoradiation, followed by consolidation with PDR001"
C714,drug_combination,6,2,Cyclophosphamide; palbociclib,Cyclophosphamide + palbociclib
C713,drug_combination,6,2,concurrent capecitabine-based long-term radiotherapy followed by a Regular TME and 6 Cycles XELOX; tretinoin,concurrent capecitabine-based long-term radiotherapy followed by a Regular TME and 6 Cycles XELOX + tretinoin
C712,drug_combination,6,2,Cyclophosphamid; ntifier:ADVL0921,Cyclophosphamid + ntifier:ADVL0921
C814,drug_combination,6,2,"Cyclophosphamid; Enzalutamide,, soft capsules, once daily","Cyclophosphamid + Enzalutamide,, soft capsules, once daily"
C735,drug_combination,6,2,Cyclophosphamide; Nivolumab with chemoradiation,Cyclophosphamide + Nivolumab with chemoradiation
C737,drug_combination,6,2,Cyclophosphamid; Nivolumab -/kg,Cyclophosphamid + Nivolumab -/kg
C761,drug_combination,6,2,Cyclophosphamide; Trastuzumab+Nivolumab+Gemcitabine+Cisplatin,Cyclophosphamide + Trastuzumab+Nivolumab+Gemcitabine+Cisplatin
C750,drug_combination,6,2,Fimepinostat; tretinoin,Fimepinostat + tretinoin
C760,drug_combination,6,2,Cyclophosphamide; LVGN3616 + LVGN6051 + LVGN7409 + Bevacizumab + Cyclophosphamide,Cyclophosphamide + LVGN3616 + LVGN6051 + LVGN7409 + Bevacizumab + Cyclophosphamide
C759,drug_combination,6,2,"Imatinib, Fluorouracil, Oxaliplatin, Leucovorin and Bevacizumab; tretinoin","Imatinib, Fluorouracil, Oxaliplatin, Leucovorin and Bevacizumab + tretinoin"
C758,drug_combination,6,2,"rituximab, cyclophosphamide, etoposide, prednisone, vorinostat and QOL questionnaire, peg-filgrastim or filgrastim; tretinoin","rituximab, cyclophosphamide, etoposide, prednisone, vorinostat and QOL questionnaire, peg-filgrastim or filgrastim + tretinoin"
C757,drug_combination,6,2,Cyclophosphamide; everolimus,Cyclophosphamide + everolimus
C756,drug_combination,6,2,Cyclophosphamide; Nivolumab and Relatlimab-rmbw,Cyclophosphamide + Nivolumab and Relatlimab-rmbw
C755,drug_combination,6,2,"Cyclophosphamide; capecitabine, oxaliplatin, irinotecan and bevacizumab","Cyclophosphamide + capecitabine, oxaliplatin, irinotecan and bevacizumab"
C754,drug_combination,6,2,Cyclophosphamide; SAHA/Vorinostat,Cyclophosphamide + SAHA/Vorinostat
C753,drug_combination,6,2,Ipilimumab -/kg; tretinoin,Ipilimumab -/kg + tretinoin
C752,drug_combination,6,2,MK-1775; tretinoin,MK-1775 + tretinoin
C751,drug_combination,6,2,SAHA-Suberoylanilide; tretinoin,SAHA-Suberoylanilide + tretinoin
C749,drug_combination,6,2,Bortezomib drug; Cyclophosphamid,Bortezomib drug + Cyclophosphamid
C738,drug_combination,6,2,Surufatinib; tretinoin,Surufatinib + tretinoin
C748,drug_combination,6,2,Cyclophosphamid; Drugs Approved for Childhood Cancers,Cyclophosphamid + Drugs Approved for Childhood Cancers
C747,drug_combination,6,2,Cyclophosphamide; paclitaxel + everolimus RAD001,Cyclophosphamide + paclitaxel + everolimus RAD001
C746,drug_combination,6,2,Cyclophosphamide; Oncaspar,Cyclophosphamide + Oncaspar
C745,drug_combination,6,2,Combination drug; Cyclophosphamid,Combination drug + Cyclophosphamid
C744,drug_combination,6,2,"Cyclophosphamid; rituximab, cyclophosphamide, etoposide, prednisone, vorinostat and QOL questionnaire, peg-filgrastim or filgrastim","Cyclophosphamid + rituximab, cyclophosphamide, etoposide, prednisone, vorinostat and QOL questionnaire, peg-filgrastim or filgrastim"
C743,drug_combination,6,2,albumin-bound paclitaxe combined with bevacizumab biosimilar; tretinoin,albumin-bound paclitaxe combined with bevacizumab biosimilar + tretinoin
C742,drug_combination,6,2,Cyclophosphamid; loncastuximab tesirine,Cyclophosphamid + loncastuximab tesirine
C741,drug_combination,6,2,131-MIBG + Vorinostat; Cyclophosphamide,131-MIBG + Vorinostat + Cyclophosphamide
C740,drug_combination,6,2,Cyclophosphamide; carboplatin paclitaxel bevacizumab,Cyclophosphamide + carboplatin paclitaxel bevacizumab
C739,drug_combination,6,2,Cemiplimab REGN2810; Cyclophosphamide,Cemiplimab REGN2810 + Cyclophosphamide
C813,drug_combination,6,2,Cyclophosphamid; Surufatinib and Serplulimab,Cyclophosphamid + Surufatinib and Serplulimab
C889,drug_combination,6,2,Etopophos; thiotepa,Etopophos + thiotepa
C815,drug_combination,6,2,Cyclophosphamide; ETBX-071 PSA-based Oncolytic Virus,Cyclophosphamide + ETBX-071 PSA-based Oncolytic Virus
C816,drug_combination,6,2,loncastuximab tesirine-lpyl; tretinoin,loncastuximab tesirine-lpyl + tretinoin
C891,drug_combination,6,2,cytarabine; pegaspargase,cytarabine + pegaspargase
C890,drug_combination,6,2,Daunorubicin; methotrexate,Daunorubicin + methotrexate
C710,drug_combination,6,2,tretinoin; two-drug chemotherapy group,tretinoin + two-drug chemotherapy group
C888,drug_combination,6,2,etoposide phosphate; thiotepa,etoposide phosphate + thiotepa
C887,drug_combination,6,2,Neulasta; dactinomycin,Neulasta + dactinomycin
C886,drug_combination,6,2,Cyclophosphamide; albumin-bound paclitaxe combined with bevacizumab biosimilar,Cyclophosphamide + albumin-bound paclitaxe combined with bevacizumab biosimilar
C885,drug_combination,6,2,Cyclophosphamide; intra-arterial oxaliplatin + Systemic FOLFIRI + target agent bevacizumab or cetuximab every 2 weeks,Cyclophosphamide + intra-arterial oxaliplatin + Systemic FOLFIRI + target agent bevacizumab or cetuximab every 2 weeks
C884,drug_combination,6,2,Cyclophosphamid; mFOLFOX6 + Bevacizumab + PD-1 monoclonal antibody,Cyclophosphamid + mFOLFOX6 + Bevacizumab + PD-1 monoclonal antibody
C883,drug_combination,6,2,LVGN3616 + LVGN6051 + LVGN7409 + Bevacizumab + Cyclophosphamide; tretinoin,LVGN3616 + LVGN6051 + LVGN7409 + Bevacizumab + Cyclophosphamide + tretinoin
C882,drug_combination,6,2,Cyclophosphamide; Dabrafenib and trametinib combination,Cyclophosphamide + Dabrafenib and trametinib combination
C881,drug_combination,6,2,Investigational Chemotherapy (unspecified); cisplatin,Investigational Chemotherapy (unspecified) + cisplatin
C880,drug_combination,6,2,Cyclophosphamide; Palbociclib100mg,Cyclophosphamide + Palbociclib100mg
C879,drug_combination,6,2,"capecitabine, oxaliplatin, irinotecan and bevacizumab; tretinoin","capecitabine, oxaliplatin, irinotecan and bevacizumab + tretinoin"
C878,drug_combination,6,2,Cyclophosphamide; chlorambucil drug,Cyclophosphamide + chlorambucil drug
C877,drug_combination,6,2,G-CSF; tretinoin,G-CSF + tretinoin
C876,drug_combination,6,2,Cyclophosphamide; Pemetrexed and Gemcitabine plus Bevacizumab,Cyclophosphamide + Pemetrexed and Gemcitabine plus Bevacizumab
C875,drug_combination,6,2,Cyclophosphamide; concurrent capecitabine-based long-term radiotherapy followed by a Regular TME and 6 Cycles XELOX,Cyclophosphamide + concurrent capecitabine-based long-term radiotherapy followed by a Regular TME and 6 Cycles XELOX
C874,drug_combination,6,2,***; Cyclophosphamide,*** + Cyclophosphamide
C873,drug_combination,6,2,Cyclophosphamide; Nivolumab & Ipilimumab,Cyclophosphamide + Nivolumab & Ipilimumab
C872,drug_combination,6,2,"Combination, Rogaratinib + palbociclib + fulvestrant; Cyclophosphamid","Combination, Rogaratinib + palbociclib + fulvestrant + Cyclophosphamid"
C871,drug_combination,6,2,Anti-PD-1 Drugs; tretinoin,Anti-PD-1 Drugs + tretinoin
C870,drug_combination,6,2,Antibody-Drug Conjugates; Cyclophosphamid,Antibody-Drug Conjugates + Cyclophosphamid
C869,drug_combination,6,2,Cyclophosphamide; Fimepinostat,Cyclophosphamide + Fimepinostat
C892,drug_combination,6,2,Tabloid; lomustine,Tabloid + lomustine
C893,drug_combination,6,2,Tabloid; vincristine,Tabloid + vincristine
C894,drug_combination,6,2,G-CSF; Zarxio,G-CSF + Zarxio
C907,drug_combination,6,2,carboplatin; melphalan,carboplatin + melphalan
C917,drug_combination,6,2,G-CSF; Neulasta,G-CSF + Neulasta
C916,drug_combination,6,2,carboplatin; irinotecan,carboplatin + irinotecan
C915,drug_combination,6,2,thalidomide; topotecan,thalidomide + topotecan
C914,drug_combination,6,2,mercaptopurine; vincristine,mercaptopurine + vincristine
C913,drug_combination,6,2,Neupogen; filgrastim,Neupogen + filgrastim
C912,drug_combination,6,2,Neupogen; pegfilgrastim,Neupogen + pegfilgrastim
C911,drug_combination,6,2,Lupron Depot; bevacizumab,Lupron Depot + bevacizumab
C910,drug_combination,6,2,bevacizumab; leuprolide,bevacizumab + leuprolide
C909,drug_combination,6,2,Mekinist; triamcinolone,Mekinist + triamcinolone
C908,drug_combination,6,2,ATRA; etoposide,ATRA + etoposide
C906,drug_combination,6,2,etoposide; melphalan,etoposide + melphalan
C895,drug_combination,6,2,Zarxio; filgrastim,Zarxio + filgrastim
C905,drug_combination,6,2,vinblastine; vincristine,vinblastine + vincristine
C904,drug_combination,6,2,Vinblastin; vincristine,Vinblastin + vincristine
C903,drug_combination,6,2,Emend; bevacizumab,Emend + bevacizumab
C902,drug_combination,6,2,Progesterone; etoposide,Progesterone + etoposide
C901,drug_combination,6,2,Progesterone; mesna,Progesterone + mesna
C900,drug_combination,6,2,filgrastim; propranolol,filgrastim + propranolol
C899,drug_combination,6,2,G-CSF; propranolol,G-CSF + propranolol
C898,drug_combination,6,2,Cyclophosphamid; Zarxio,Cyclophosphamid + Zarxio
C897,drug_combination,6,2,Cyclophosphamide; Zarxio,Cyclophosphamide + Zarxio
C896,drug_combination,6,2,Zarxio; pegfilgrastim,Zarxio + pegfilgrastim
C868,drug_combination,6,2,Cyclophosphamide; selinexor,Cyclophosphamide + selinexor
C867,drug_combination,6,2,Anti-PD-1 Drugs; Cyclophosphamide,Anti-PD-1 Drugs + Cyclophosphamide
C866,drug_combination,6,2,Bevacizumab Avastin; Cyclophosphamide,Bevacizumab Avastin + Cyclophosphamide
C828,drug_combination,6,2,Cyclophosphamid; DFMO,Cyclophosphamid + DFMO
C838,drug_combination,6,2,Recombinant oncolytic herpes simplex virus type Ⅰ R130; tretinoin,Recombinant oncolytic herpes simplex virus type Ⅰ R130 + tretinoin
C837,drug_combination,6,2,Cyclophosphamid; carboplatin paclitaxel bevacizumab,Cyclophosphamid + carboplatin paclitaxel bevacizumab
C836,drug_combination,6,2,"Cyclophosphamide; rituximab, cyclophosphamide, etoposide, prednisone, vorinostat and QOL questionnaire, peg-filgrastim or filgrastim","Cyclophosphamide + rituximab, cyclophosphamide, etoposide, prednisone, vorinostat and QOL questionnaire, peg-filgrastim or filgrastim"
C835,drug_combination,6,2,Cyclophosphamide; LVGN3616 + LVGN6051 + Bevacizumab + Cyclophosphamide,Cyclophosphamide + LVGN3616 + LVGN6051 + Bevacizumab + Cyclophosphamide
C834,drug_combination,6,2,Cyclophosphamid; Recombinant oncolytic herpes simplex virus type Ⅰ R130,Cyclophosphamid + Recombinant oncolytic herpes simplex virus type Ⅰ R130
C833,drug_combination,6,2,Cyclophosphamid; SAHA-Suberoylanilide,Cyclophosphamid + SAHA-Suberoylanilide
C832,drug_combination,6,2,Cyclophosphamide; loncastuximab tesirine,Cyclophosphamide + loncastuximab tesirine
C831,drug_combination,6,2,once daily for two consecutive days Picato; tretinoin,once daily for two consecutive days Picato + tretinoin
C830,drug_combination,6,2,Cyclophosphamid; Mocetinostat Maintenance Phase + Ipilimumab + Nivolumab,Cyclophosphamid + Mocetinostat Maintenance Phase + Ipilimumab + Nivolumab
C829,drug_combination,6,2,Cyclophosphamide; Nivolumab -/kg,Cyclophosphamide + Nivolumab -/kg
C827,drug_combination,6,2,Cyclophosphamid; concurrent capecitabine-based long-term radiotherapy followed by 4 cycles XELOX and a delayed TME,Cyclophosphamid + concurrent capecitabine-based long-term radiotherapy followed by 4 cycles XELOX and a delayed TME
C840,drug_combination,6,2,Cyclophosphamid; Nivolumab Protocol,Cyclophosphamid + Nivolumab Protocol
C826,drug_combination,6,2,Cyclophosphamide; Nivolumab induction,Cyclophosphamide + Nivolumab induction
C825,drug_combination,6,2,Palbociclib125mg; tretinoin,Palbociclib125mg + tretinoin
C824,drug_combination,6,2,Palbociclib100mg; tretinoin,Palbociclib100mg + tretinoin
C823,drug_combination,6,2,Nivolumab maintenance; tretinoin,Nivolumab maintenance + tretinoin
C822,drug_combination,6,2,Cyclophosphamid; PTC596,Cyclophosphamid + PTC596
C821,drug_combination,6,2,Cyclophosphamide; Nivolumab and Hyaluronidase-nvhy,Cyclophosphamide + Nivolumab and Hyaluronidase-nvhy
C820,drug_combination,6,2,Cyclophosphamide; epirubicin - cyclophosphamide / docetaxel + bevacizumab,Cyclophosphamide + epirubicin - cyclophosphamide / docetaxel + bevacizumab
C819,drug_combination,6,2,Cyclophosphamid; Palbociclib125mg,Cyclophosphamid + Palbociclib125mg
C818,drug_combination,6,2,"Cyclophosphamid; PDR001 concurrent with standard platinum-based chemoradiation, followed by consolidation with PDR001","Cyclophosphamid + PDR001 concurrent with standard platinum-based chemoradiation, followed by consolidation with PDR001"
C817,drug_combination,6,2,Cyclophosphamid; palbociclib,Cyclophosphamid + palbociclib
C839,drug_combination,6,2,CUDC-907; Cyclophosphamid,CUDC-907 + Cyclophosphamid
C841,drug_combination,6,2,Relatlimab FDC + Nivolumab; tretinoin,Relatlimab FDC + Nivolumab + tretinoin
C865,drug_combination,6,2,Cyclophosphamid; DS-8273a + nivolumab,Cyclophosphamid + DS-8273a + nivolumab
C854,drug_combination,6,2,Cyclophosphamide; fenretinide lipid matrix,Cyclophosphamide + fenretinide lipid matrix
C864,drug_combination,6,2,Cyclophosphamide; Mocetinostat Induction Phase + Ipilimumab + Nivolumab,Cyclophosphamide + Mocetinostat Induction Phase + Ipilimumab + Nivolumab
C863,drug_combination,6,2,Cyclophosphamid; Indoximod,Cyclophosphamid + Indoximod
C862,drug_combination,6,2,Cyclophosphamid; Trastuzumab+Nivolumab+Gemcitabine+Cisplatin,Cyclophosphamid + Trastuzumab+Nivolumab+Gemcitabine+Cisplatin
C861,drug_combination,6,2,Cyclophosphamide; Surufatinib plus chemotherapy,Cyclophosphamide + Surufatinib plus chemotherapy
C860,drug_combination,6,2,Cyclophosphamid; trametinib,Cyclophosphamid + trametinib
C859,drug_combination,6,2,ONO-7475 once daily; tretinoin,ONO-7475 once daily + tretinoin
C858,drug_combination,6,2,"Cyclophosphamide; Imatinib, Fluorouracil, Oxaliplatin, Leucovorin and Bevacizumab","Cyclophosphamide + Imatinib, Fluorouracil, Oxaliplatin, Leucovorin and Bevacizumab"
C857,drug_combination,6,2,Cyclophosphamide; vorinostat,Cyclophosphamide + vorinostat
C856,drug_combination,6,2,"Enzalutamide,, soft capsules, once daily; tretinoin","Enzalutamide,, soft capsules, once daily + tretinoin"
C855,drug_combination,6,2,Cyclophosphamide; IV FOLFIRI+ target agent bevacizumab or cetuximab every 2 weeks,Cyclophosphamide + IV FOLFIRI+ target agent bevacizumab or cetuximab every 2 weeks
C853,drug_combination,6,2,"Combination of Gemcitabine, Oxaliplatin, Sintilimab and Bevacizumab; tretinoin","Combination of Gemcitabine, Oxaliplatin, Sintilimab and Bevacizumab + tretinoin"
C842,drug_combination,6,2,AZD6244; Cyclophosphamide,AZD6244 + Cyclophosphamide
C852,drug_combination,6,2,Cyclophosphamid; Nivolumab and Relatlimab-rmbw,Cyclophosphamid + Nivolumab and Relatlimab-rmbw
C851,drug_combination,6,2,epirubicin - cyclophosphamide / docetaxel + bevacizumab; tretinoin,epirubicin - cyclophosphamide / docetaxel + bevacizumab + tretinoin
C850,drug_combination,6,2,Trifluridine/tipiracil + bevacizumab; tretinoin,Trifluridine/tipiracil + bevacizumab + tretinoin
C849,drug_combination,6,2,"Cyclophosphamid; capecitabine, oxaliplatin, irinotecan and bevacizumab","Cyclophosphamid + capecitabine, oxaliplatin, irinotecan and bevacizumab"
C848,drug_combination,6,2,Cyclophosphamid; SAHA/Vorinostat,Cyclophosphamid + SAHA/Vorinostat
C847,drug_combination,6,2,"PDR001 concurrent with standard platinum-based chemoradiation, followed by consolidation with PDR001; tretinoin","PDR001 concurrent with standard platinum-based chemoradiation, followed by consolidation with PDR001 + tretinoin"
C846,drug_combination,6,2,BRAF inhibitor dabrafenib and MEK inhibitor trametinib; tretinoin,BRAF inhibitor dabrafenib and MEK inhibitor trametinib + tretinoin
C845,drug_combination,6,2,Access to Experimental Drugs; Cyclophosphamide,Access to Experimental Drugs + Cyclophosphamide
C844,drug_combination,6,2,AZD6244; tretinoin,AZD6244 + tretinoin
C843,drug_combination,6,2,Cyclophosphamid; Ipilimumab -/kg,Cyclophosphamid + Ipilimumab -/kg
