drug_id,alias,alias_type,source,source_ref,normalized_key
,anti-PD-L1 monoclonal antibody CS1001,nci_alias,NCI_DD_INV,,antipdl1monoclonalantibodycs1001
,WBP 315,nci_alias,NCI_DD_INV,,wbp315
,WBP-315,nci_alias,NCI_DD_INV,,wbp315
,WBP315,nci_alias,NCI_DD_INV,,wbp315
,tiomolibdate choline,investigational_name,NCI_DD_INV,,tiomolibdatecholine
,ALXN-1840,nci_alias,NCI_DD_INV,,alxn1840
,SOD1 inhibitor ATN-224,nci_alias,NCI_DD_INV,,sod1inhibitoratn224
,ATN-224,nci_alias,NCI_DD_INV,,atn224
,ATN 224,nci_alias,NCI_DD_INV,,atn224
,bis(choline)tetrathiomolybdate,nci_alias,NCI_DD_INV,,bischolinetetrathiomolybdate
,WTX-101,nci_alias,NCI_DD_INV,,wtx101
,"ethanaminium, 2-hydroxy-N,N,N-trimethyl-, (T-4)-tetrathioxomolybdate(2-) (2:1)",nci_alias,NCI_DD_INV,,ethanaminium2hydroxynnntrimethyl
,649749-10-0,nci_alias,NCI_DD_INV,,649749100
,tirapazamine,investigational_name,NCI_DD_INV,,tirapazamine
,SR 4233,nci_alias,NCI_DD_INV,,sr4233
,SR-4233,nci_alias,NCI_DD_INV,,sr4233
,SR4233,nci_alias,NCI_DD_INV,,sr4233
,Tirazone,nci_alias,NCI_DD_INV,,tirazone
,WIN 59075,nci_alias,NCI_DD_INV,,win59075
,WIN-59075,nci_alias,NCI_DD_INV,,win59075
,"3-amino-1,2,4-benzotriazine-1,4-dioxide",nci_alias,NCI_DD_INV,,3amino124benzotriazine14dioxide
,46525,nci_alias,NCI_DD_INV,,46525
,130181,nci_alias,NCI_DD_INV,,130181
,27314-97-2,nci_alias,NCI_DD_INV,,27314972
,Wee1 inhibitor APR-1051,investigational_name,NCI_DD_INV,,wee1inhibitorapr1051
,APR 1051,nci_alias,NCI_DD_INV,,apr1051
,APR-1051,nci_alias,NCI_DD_INV,,apr1051
,APR1051,nci_alias,NCI_DD_INV,,apr1051
,Wee1 kinase inhibitor SC0191,investigational_name,NCI_DD_INV,,wee1kinaseinhibitorsc0191
,SC 0191,nci_alias,NCI_DD_INV,,sc0191
,SC-0191,nci_alias,NCI_DD_INV,,sc0191
,SC0191,nci_alias,NCI_DD_INV,,sc0191
,Wee1 inhibitor SC0191,nci_alias,NCI_DD_INV,,wee1inhibitorsc0191
,Wee1/Myt1 inhibitor SGR-3515,investigational_name,NCI_DD_INV,,wee1myt1inhibitorsgr3515
,SGR 3515,nci_alias,NCI_DD_INV,,sgr3515
,SGR-3515,nci_alias,NCI_DD_INV,,sgr3515
,SGR3515,nci_alias,NCI_DD_INV,,sgr3515
,Wistar rabies virus strain PM-1503-3M vaccine,investigational_name,NCI_DD_INV,,wistarrabiesvirusstrainpm15033mvaccine
,Imovax Rabies,nci_alias,NCI_DD_INV,,imovaxrabies
,Wnt signaling inhibitor APL-5125,investigational_name,NCI_DD_INV,,wntsignalinginhibitorapl5125
,APL 5125,nci_alias,NCI_DD_INV,,apl5125
,APL5125,nci_alias,NCI_DD_INV,,apl5125
,APL-5125,nci_alias,NCI_DD_INV,,apl5125
,kinase inhibitor APL-5125,nci_alias,NCI_DD_INV,,kinaseinhibitorapl5125
,Wnt signaling pathway inhibitor SM08502,investigational_name,NCI_DD_INV,,wntsignalingpathwayinhibitorsm08502
,SM08502,nci_alias,NCI_DD_INV,,sm08502
,SM 08502,nci_alias,NCI_DD_INV,,sm08502
,SM-08502,nci_alias,NCI_DD_INV,,sm08502
,WRN inhibitor GSK4418959,investigational_name,NCI_DD_INV,,wrninhibitorgsk4418959
,GSK 4418959,nci_alias,NCI_DD_INV,,gsk4418959
,GSK-4418959,nci_alias,NCI_DD_INV,,gsk4418959
,GSK4418959,nci_alias,NCI_DD_INV,,gsk4418959
,Werner syndrome ATP-dependent helicase inhibitor GSK4418959,nci_alias,NCI_DD_INV,,wernersyndromeatpdependenthelicaseinhibitorgsk4418959
,WRNi GSK4418959,nci_alias,NCI_DD_INV,,wrnigsk4418959
,WRN inhibitor HRO761,investigational_name,NCI_DD_INV,,wrninhibitorhro761
,HRO 761,nci_alias,NCI_DD_INV,,hro761
,HRO-761,nci_alias,NCI_DD_INV,,hro761
,HRO761,nci_alias,NCI_DD_INV,,hro761
,Werner syndrome RecQ DNA helicase inhibitor HRO761,nci_alias,NCI_DD_INV,,wernersyndromerecqdnahelicaseinhibitorhro761
,WRN helicase inhibitor HRO761,nci_alias,NCI_DD_INV,,wrnhelicaseinhibitorhro761
,WRN inhibitor RO7589831,investigational_name,NCI_DD_INV,,wrninhibitorro7589831
,RG 6457,nci_alias,NCI_DD_INV,,rg6457
,RG-6457,nci_alias,NCI_DD_INV,,rg6457
,RG6457,nci_alias,NCI_DD_INV,,rg6457
,RO 7589831,nci_alias,NCI_DD_INV,,ro7589831
,RO-7589831,nci_alias,NCI_DD_INV,,ro7589831
,RO7589831,nci_alias,NCI_DD_INV,,ro7589831
,WRN covalent inhibitor RO7589831,nci_alias,NCI_DD_INV,,wrncovalentinhibitorro7589831
,WRN inhibitor RG6457,nci_alias,NCI_DD_INV,,wrninhibitorrg6457
,WT-1 analogue peptide vaccine,investigational_name,NCI_DD_INV,,wt1analoguepeptidevaccine
,WT-1 vax,nci_alias,NCI_DD_INV,,wt1vax
,WT1 peptide vaccine OCV-501,investigational_name,NCI_DD_INV,,wt1peptidevaccineocv501
,OCV-501,nci_alias,NCI_DD_INV,,ocv501
,WT1 protein-derived peptide vaccine DSP-7888,investigational_name,NCI_DD_INV,,wt1proteinderivedpeptidevaccinedsp7888
,DSP-7888,nci_alias,NCI_DD_INV,,dsp7888
,WT1-loaded artificial adjuvant vector cell immunotherapeutic ASP7517,investigational_name,NCI_DD_INV,,wt1loadedartificialadjuvantvectorcellimmunotherapeuticasp7517
,ASP7517,nci_alias,NCI_DD_INV,,asp7517
,ASP 7517,nci_alias,NCI_DD_INV,,asp7517
,ASP-7517,nci_alias,NCI_DD_INV,,asp7517
,WT1-loaded artificial adjuvant vector cells ASP7517,nci_alias,NCI_DD_INV,,wt1loadedartificialadjuvantvectorcellsasp7517
,WT1-loaded aAVCs ASP7517,nci_alias,NCI_DD_INV,,wt1loadedaavcsasp7517
,WT1-loaded aAVC immunotherapeutic ASP7517,nci_alias,NCI_DD_INV,,wt1loadedaavcimmunotherapeuticasp7517
,WT1-targeted IL-2-based fusion protein CUE-102,investigational_name,NCI_DD_INV,,wt1targetedil2basedfusionproteincue102
,Immuno-STAT CUE-102,nci_alias,NCI_DD_INV,,immunostatcue102
,CUE-102,nci_alias,NCI_DD_INV,,cue102
,CUE102,nci_alias,NCI_DD_INV,,cue102
,CUE 102,nci_alias,NCI_DD_INV,,cue102
,selective targeting and alteration of T cells CUE-102,nci_alias,NCI_DD_INV,,selectivetargetingandalterationoftcellscue102
,IL-2-based CUE-102,nci_alias,NCI_DD_INV,,il2basedcue102
,fusion protein CUE-102,nci_alias,NCI_DD_INV,,fusionproteincue102
,WT1/PRAME/survivin-specific T cells MANA-312,investigational_name,NCI_DD_INV,,wt1pramesurvivinspecifictcellsmana312
,MANA-312,nci_alias,NCI_DD_INV,,mana312
,MANA312,nci_alias,NCI_DD_INV,,mana312
,MANA 312,nci_alias,NCI_DD_INV,,mana312
,multi-antigen-specific T cells MANA 312,nci_alias,NCI_DD_INV,,multiantigenspecifictcellsmana312
,WT1/PSMA/hTERT-encoding plasmid DNA INO-5401,investigational_name,NCI_DD_INV,,wt1psmahtertencodingplasmiddnaino5401
,INO5401,nci_alias,NCI_DD_INV,,ino5401
,INO 5401,nci_alias,NCI_DD_INV,,ino5401
,XPO1 inhibitor WJ01075,investigational_name,NCI_DD_INV,,xpo1inhibitorwj01075
,WJ01075,nci_alias,NCI_DD_INV,,wj01075
,WJ-01075,nci_alias,NCI_DD_INV,,wj01075
,WJ 01075,nci_alias,NCI_DD_INV,,wj01075
,zimberelimab,investigational_name,NCI_DD_INV,,zimberelimab
,anti-PD-1 monoclonal antibody AB122,nci_alias,NCI_DD_INV,,antipd1monoclonalantibodyab122
,AB122,nci_alias,NCI_DD_INV,,ab122
,AB 122,nci_alias,NCI_DD_INV,,ab122
,AB-122,nci_alias,NCI_DD_INV,,ab122
,2259860-24-5,nci_alias,NCI_DD_INV,,2259860245
,anti-PD-1 monoclonal antibody GLS-010,nci_alias,NCI_DD_INV,,antipd1monoclonalantibodygls010
,GLS 010,nci_alias,NCI_DD_INV,,gls010
,GLS-010,nci_alias,NCI_DD_INV,,gls010
,GLS010,nci_alias,NCI_DD_INV,,gls010
,WBP-3055,nci_alias,NCI_DD_INV,,wbp3055
,ALK/ROS1 inhibitor XZP-3621,investigational_name,NCI_DD_INV,,alkros1inhibitorxzp3621
,XZP-3621,nci_alias,NCI_DD_INV,,xzp3621
,ALK/ROS1 dual inhibitor XZP-3621,nci_alias,NCI_DD_INV,,alkros1dualinhibitorxzp3621
,XZP 3621,nci_alias,NCI_DD_INV,,xzp3621
,XZP3621,nci_alias,NCI_DD_INV,,xzp3621
,anti-5T4/MMAE antibody-drug conjugate XB010,investigational_name,NCI_DD_INV,,anti5t4mmaeantibodydrugconjugatexb010
,anti-5T4 ADC XB010,nci_alias,NCI_DD_INV,,anti5t4adcxb010
,anti-5T4 antibody-drug conjugate XB010,nci_alias,NCI_DD_INV,,anti5t4antibodydrugconjugatexb010
,anti-5T4/MMAE ADC XB010,nci_alias,NCI_DD_INV,,anti5t4mmaeadcxb010
,XB 010,nci_alias,NCI_DD_INV,,xb010
,XB-010,nci_alias,NCI_DD_INV,,xb010
,XB010,nci_alias,NCI_DD_INV,,xb010
,anti-B7-H4 antibody-drug conjugate XMT-1660,investigational_name,NCI_DD_INV,,antib7h4antibodydrugconjugatexmt1660
,anti-B7-H4 ADC XMT-1660,nci_alias,NCI_DD_INV,,antib7h4adcxmt1660
,XMT 1660,nci_alias,NCI_DD_INV,,xmt1660
,XMT-1660,nci_alias,NCI_DD_INV,,xmt1660
,XMT1660,nci_alias,NCI_DD_INV,,xmt1660
,anti-CTLA-4 monoclonal antibody XTX101,investigational_name,NCI_DD_INV,,antictla4monoclonalantibodyxtx101
,XTX101,nci_alias,NCI_DD_INV,,xtx101
,XTX-101,nci_alias,NCI_DD_INV,,xtx101
,XTX 101,nci_alias,NCI_DD_INV,,xtx101
,anti-HER2/auristatin payload antibody-drug conjugate XMT-1522,investigational_name,NCI_DD_INV,,antiher2auristatinpayloadantibodydrugconjugatexmt1522
,XMT-1522,nci_alias,NCI_DD_INV,,xmt1522
,ADC XMT-1522,nci_alias,NCI_DD_INV,,adcxmt1522
,anti-HER2 ADC XMT-1522,nci_alias,NCI_DD_INV,,antiher2adcxmt1522
,anti-IL-1 alpha monoclonal antibody XB2001,investigational_name,NCI_DD_INV,,antiil1alphamonoclonalantibodyxb2001
,XB2001,nci_alias,NCI_DD_INV,,xb2001
,anti-IL1a monoclonal antibody XB2001,nci_alias,NCI_DD_INV,,antiil1amonoclonalantibodyxb2001
,XB-2001,nci_alias,NCI_DD_INV,,xb2001
,XB 2001,nci_alias,NCI_DD_INV,,xb2001
,ATM kinase/DNA-PK inhibitor XRD-0394,investigational_name,NCI_DD_INV,,atmkinasednapkinhibitorxrd0394
,ataxia telangiectasia mutated kinase/DNA-dependent protein Kinase inhibitor XRD-0394,nci_alias,NCI_DD_INV,,ataxiatelangiectasiamutatedkinasednadependentproteinkinaseinhibitorxrd0394
,XRD 0394,nci_alias,NCI_DD_INV,,xrd0394
,XRD-0394,nci_alias,NCI_DD_INV,,xrd0394
,XRD0394,nci_alias,NCI_DD_INV,,xrd0394
,atrasentan hydrochloride,investigational_name,NCI_DD_INV,,atrasentanhydrochloride
,ABT 627,nci_alias,NCI_DD_INV,,abt627
,ABT-627,nci_alias,NCI_DD_INV,,abt627
,Xinlay,nci_alias,NCI_DD_INV,,xinlay
,ABT627,nci_alias,NCI_DD_INV,,abt627
,(+)-A 127722,nci_alias,NCI_DD_INV,,a127722
,"(2R,3R,4S)-4-(1,3-benzodioxo-5-yl)-1-(2-(dibutylamino)-2-oxoethyl)-2-(4-methoxyphenyl)-3-pyrrolidinecarboxylic acid monohydrochloride",nci_alias,NCI_DD_INV,,2r3r4s413benzodioxo5yl12dibutylamino2oxoethyl24methoxyphenyl3pyrrolidinecarboxylicacidmonohydrochloride
,720763,nci_alias,NCI_DD_INV,,720763
,195733-43-8,nci_alias,NCI_DD_INV,,195733438
,Autologous CRISPR-edited Anti-CD19 CAR T Cells XYF19,investigational_name,NCI_DD_INV,,autologouscrispreditedanticd19cartcellsxyf19
,autologous CRISPR-edited CD19-specific CAR-T cells XYF19,nci_alias,NCI_DD_INV,,autologouscrispreditedcd19specificcartcellsxyf19
,CAR-T cells XYF19,nci_alias,NCI_DD_INV,,cartcellsxyf19
,CRISPR (HPK1)-edited CD19-specific CAR-T cells XYF19,nci_alias,NCI_DD_INV,,crisprhpk1editedcd19specificcartcellsxyf19
,XYF 19,nci_alias,NCI_DD_INV,,xyf19
,XYF-19,nci_alias,NCI_DD_INV,,xyf19
,XYF19,nci_alias,NCI_DD_INV,,xyf19
,CARD11-BCL10-MALT1 complex inhibitor XL114,investigational_name,NCI_DD_INV,,card11bcl10malt1complexinhibitorxl114
,AUR 104,nci_alias,NCI_DD_INV,,aur104
,AUR-104,nci_alias,NCI_DD_INV,,aur104
,AUR104,nci_alias,NCI_DD_INV,,aur104
,CARD11-BCL10-MALT1 pathway inhibitor XL114,nci_alias,NCI_DD_INV,,card11bcl10malt1pathwayinhibitorxl114
,CARMA1-BCL10-MALT1 pathway inhibitor XL114,nci_alias,NCI_DD_INV,,carma1bcl10malt1pathwayinhibitorxl114
,XL 114,nci_alias,NCI_DD_INV,,xl114
,XL-114,nci_alias,NCI_DD_INV,,xl114
,XL114,nci_alias,NCI_DD_INV,,xl114
,CDC7 kinase inhibitor BMS-863233,investigational_name,NCI_DD_INV,,cdc7kinaseinhibitorbms863233
,1169558-38-6,nci_alias,NCI_DD_INV,,1169558386
,BMS-863233,nci_alias,NCI_DD_INV,,bms863233
,cell division cycle 7 homolog kinase inhibitor BMS-863233,nci_alias,NCI_DD_INV,,celldivisioncycle7homologkinaseinhibitorbms863233
,XL-413,nci_alias,NCI_DD_INV,,xl413
,CDK4/6 inhibitor XZP-3287,investigational_name,NCI_DD_INV,,cdk46inhibitorxzp3287
,XZP 3287,nci_alias,NCI_DD_INV,,xzp3287
,XZP3287,nci_alias,NCI_DD_INV,,xzp3287
,XZP-3287,nci_alias,NCI_DD_INV,,xzp3287
,CDK7 inhibitor XL102,investigational_name,NCI_DD_INV,,cdk7inhibitorxl102
,XL 102,nci_alias,NCI_DD_INV,,xl102
,XL-102,nci_alias,NCI_DD_INV,,xl102
,XL102,nci_alias,NCI_DD_INV,,xl102
,cyclin-dependent kinase 7 inhibitor XL102,nci_alias,NCI_DD_INV,,cyclindependentkinase7inhibitorxl102
,EGFR inhibitor XZP-5809 tartrate,investigational_name,NCI_DD_INV,,egfrinhibitorxzp5809tartrate
,XZP-5809 tartrate,nci_alias,NCI_DD_INV,,xzp5809tartrate
,XZP-5809-TT1,nci_alias,NCI_DD_INV,,xzp5809tt1
,FGFR/VEGFR/PDGFR/FLT3/SRC inhibitor XL999,investigational_name,NCI_DD_INV,,fgfrvegfrpdgfrflt3srcinhibitorxl999
,705946-27-6,nci_alias,NCI_DD_INV,,705946276
,spectrum selective kinase inhibitor XL999,nci_alias,NCI_DD_INV,,spectrumselectivekinaseinhibitorxl999
,SSKI XL999,nci_alias,NCI_DD_INV,,sskixl999
,XL-999,nci_alias,NCI_DD_INV,,xl999
,XL999,nci_alias,NCI_DD_INV,,xl999
,FLT3 inhibitor XY0206,investigational_name,NCI_DD_INV,,flt3inhibitorxy0206
,XY 0206,nci_alias,NCI_DD_INV,,xy0206
,XY0206,nci_alias,NCI_DD_INV,,xy0206
,XY-0206,nci_alias,NCI_DD_INV,,xy0206
,fumagillin-derived polymer conjugate XMT-1107,investigational_name,NCI_DD_INV,,fumagillinderivedpolymerconjugatexmt1107
,XMT-1107,nci_alias,NCI_DD_INV,,xmt1107
,interleukin-15/interleukin-15 receptor alpha complex-Fc fusion protein XmAb24306,investigational_name,NCI_DD_INV,,interleukin15interleukin15receptoralphacomplexfcfusionproteinxmab24306
,XmAb24306,nci_alias,NCI_DD_INV,,xmab24306
,XmAb 24306,nci_alias,NCI_DD_INV,,xmab24306
,XmAb-24306,nci_alias,NCI_DD_INV,,xmab24306
,RO7310729,nci_alias,NCI_DD_INV,,ro7310729
,RO 7310729,nci_alias,NCI_DD_INV,,ro7310729
,RO-7310729,nci_alias,NCI_DD_INV,,ro7310729
,IL15/IL15Ra complex-Fc fusion protein XmAb24306,nci_alias,NCI_DD_INV,,il15il15racomplexfcfusionproteinxmab24306
,IL15/IL15Ra-Fc fusion protein XmAb24306,nci_alias,NCI_DD_INV,,il15il15rafcfusionproteinxmab24306
,mavorixafor,investigational_name,NCI_DD_INV,,mavorixafor
,AMD-070,nci_alias,NCI_DD_INV,,amd070
,AMD-11070,nci_alias,NCI_DD_INV,,amd11070
,AMD11070,nci_alias,NCI_DD_INV,,amd11070
,X4P001,nci_alias,NCI_DD_INV,,x4p001
,X4P-001,nci_alias,NCI_DD_INV,,x4p001
,"(S)-N1-((1H-benzo[d]imidazol-2-yl)methyl)-N1-(5,6,7,8-tetrahydroquinolin-8-yl)butane-1,4-diamine",nci_alias,NCI_DD_INV,,sn11hbenzodimidazol2ylmethyln15678tetrahydroquinolin8ylbutane14diamine
,X4P 001,nci_alias,NCI_DD_INV,,x4p001
,558447-26-0,nci_alias,NCI_DD_INV,,558447260
,motexafin gadolinium,investigational_name,NCI_DD_INV,,motexafingadolinium
,PCI-0120,nci_alias,NCI_DD_INV,,pci0120
,Xcytrin,nci_alias,NCI_DD_INV,,xcytrin
,gadolinium texaphyrin,nci_alias,NCI_DD_INV,,gadoliniumtexaphyrin
,Gd (III) Texaphryin,nci_alias,NCI_DD_INV,,gdiiitexaphryin
,Gd-Tex,nci_alias,NCI_DD_INV,,gdtex
,55583,nci_alias,NCI_DD_INV,,55583
,695238,nci_alias,NCI_DD_INV,,695238
,mRNA neoantigen cancer vaccine XH001,investigational_name,NCI_DD_INV,,mrnaneoantigencancervaccinexh001
,mRNA personalized cancer vaccine XH001,nci_alias,NCI_DD_INV,,mrnapersonalizedcancervaccinexh001
,mRNA-based neoantigen cancer vaccine XH001,nci_alias,NCI_DD_INV,,mrnabasedneoantigencancervaccinexh001
,neoantigen mRNA cancer vaccine XH001,nci_alias,NCI_DD_INV,,neoantigenmrnacancervaccinexh001
,XH 001,nci_alias,NCI_DD_INV,,xh001
,XH-001,nci_alias,NCI_DD_INV,,xh001
,XH001,nci_alias,NCI_DD_INV,,xh001
,mTORC1/mTORC2 inhibitor XL388,investigational_name,NCI_DD_INV,,mtorc1mtorc2inhibitorxl388
,251156-08-7,nci_alias,NCI_DD_INV,,251156087
,mTOR inhibitor XL388,nci_alias,NCI_DD_INV,,mtorinhibitorxl388
,TORC1/TORC2 inhibitor XL388,nci_alias,NCI_DD_INV,,torc1torc2inhibitorxl388
,XL 388,nci_alias,NCI_DD_INV,,xl388
,XL-388,nci_alias,NCI_DD_INV,,xl388
,XL388,nci_alias,NCI_DD_INV,,xl388
,obexelimab,investigational_name,NCI_DD_INV,,obexelimab
,1690307-05-1,nci_alias,NCI_DD_INV,,1690307051
,XMAB 5871,nci_alias,NCI_DD_INV,,xmab5871
,XMAB-5871,nci_alias,NCI_DD_INV,,xmab5871
,XMAB5871,nci_alias,NCI_DD_INV,,xmab5871
,ZB 012,nci_alias,NCI_DD_INV,,zb012
,ZB-012,nci_alias,NCI_DD_INV,,zb012
,ZB012,nci_alias,NCI_DD_INV,,zb012
,paclitaxel poliglumex,investigational_name,NCI_DD_INV,,paclitaxelpoliglumex
,polyglutamate paclitaxel,nci_alias,NCI_DD_INV,,polyglutamatepaclitaxel
,CT-2103,nci_alias,NCI_DD_INV,,ct2103
,Xyotax,nci_alias,NCI_DD_INV,,xyotax
,PG-TXL,nci_alias,NCI_DD_INV,,pgtxl
,paclitaxel-polyglutamate polymer,nci_alias,NCI_DD_INV,,paclitaxelpolyglutamatepolymer
,polyglutamic acid paclitaxel,nci_alias,NCI_DD_INV,,polyglutamicacidpaclitaxel
,Poly-L-Glutamic acid-Paclitaxel Conjugate,nci_alias,NCI_DD_INV,,polylglutamicacidpaclitaxelconjugate
,pan-RAF inhibitor XP-102,investigational_name,NCI_DD_INV,,panrafinhibitorxp102
,XP-102,nci_alias,NCI_DD_INV,,xp102
,XP102,nci_alias,NCI_DD_INV,,xp102
,XP 102,nci_alias,NCI_DD_INV,,xp102
,BI 882370,nci_alias,NCI_DD_INV,,bi882370
,BI-882370,nci_alias,NCI_DD_INV,,bi882370
,BI882370,nci_alias,NCI_DD_INV,,bi882370
,"N-(3-(5-((1-ethylpiperidin-4-yl)(methyl)amino)-3-(pyrimidin-5-yl)-1H-pyrrolo[3,2-b]pyridin-1-yl)-2,4-difluorophenyl)propane-1-sulfonamide",nci_alias,NCI_DD_INV,,n351ethylpiperidin4ylmethylamino3pyrimidin5yl1hpyrrolo32bpyridin1yl24difluorophenylpropane1sulfonamide
,1392429-79-6,nci_alias,NCI_DD_INV,,1392429796
,pan-TRK/ROS1 dual inhibitor XZP-5955,investigational_name,NCI_DD_INV,,pantrkros1dualinhibitorxzp5955
,pan-TRK/ROS1 inhibitor XZP-5955,nci_alias,NCI_DD_INV,,pantrkros1inhibitorxzp5955
,XZP 5955,nci_alias,NCI_DD_INV,,xzp5955
,XZP-5955,nci_alias,NCI_DD_INV,,xzp5955
,XZP5955,nci_alias,NCI_DD_INV,,xzp5955
,pavunalimab,investigational_name,NCI_DD_INV,,pavunalimab
,anti-CTLA-4/anti-LAG-3 bispecific monoclonal antibody XmAb22841,nci_alias,NCI_DD_INV,,antictla4antilag3bispecificmonoclonalantibodyxmab22841
,CTLA-4xLAG-3 bispecific antibody XmAb22841,nci_alias,NCI_DD_INV,,ctla4xlag3bispecificantibodyxmab22841
,XmAb22841,nci_alias,NCI_DD_INV,,xmab22841
,XmAb 22841,nci_alias,NCI_DD_INV,,xmab22841
,XmAb-22841,nci_alias,NCI_DD_INV,,xmab22841
,2329669-78-3,nci_alias,NCI_DD_INV,,2329669783
,anti-CTLA-4/LAG-3 bispecific antibody XmAb22841,nci_alias,NCI_DD_INV,,antictla4lag3bispecificantibodyxmab22841
,CTLA-4 x LAG-3 bispecific antibody XmAb22841,nci_alias,NCI_DD_INV,,ctla4xlag3bispecificantibodyxmab22841
,PKMYT1 inhibitor XL495,investigational_name,NCI_DD_INV,,pkmyt1inhibitorxl495
,XL 495,nci_alias,NCI_DD_INV,,xl495
,XL-495,nci_alias,NCI_DD_INV,,xl495
,XL495,nci_alias,NCI_DD_INV,,xl495
,polymeric camptothecin prodrug XMT-1001,investigational_name,NCI_DD_INV,,polymericcamptothecinprodrugxmt1001
,XMT-1001,nci_alias,NCI_DD_INV,,xmt1001
,porcupine inhibitor XNW7201,investigational_name,NCI_DD_INV,,porcupineinhibitorxnw7201
,XNW7201,nci_alias,NCI_DD_INV,,xnw7201
,XNW 7201,nci_alias,NCI_DD_INV,,xnw7201
,XNW-7201,nci_alias,NCI_DD_INV,,xnw7201
,PORCN inhibitor XNW7201,nci_alias,NCI_DD_INV,,porcninhibitorxnw7201
,protein-engineered interleukin-12 XTX301,investigational_name,NCI_DD_INV,,proteinengineeredinterleukin12xtx301
,XTX301,nci_alias,NCI_DD_INV,,xtx301
,XTX 301,nci_alias,NCI_DD_INV,,xtx301
,XTX-301,nci_alias,NCI_DD_INV,,xtx301
,protein-engineered IL-12 XTX301,nci_alias,NCI_DD_INV,,proteinengineeredil12xtx301
,tumor-activated engineered interleukin 12 XTX301,nci_alias,NCI_DD_INV,,tumoractivatedengineeredinterleukin12xtx301
,protein-engineered interleukin-2 XTX202,investigational_name,NCI_DD_INV,,proteinengineeredinterleukin2xtx202
,engineered IL-2 prodrug XTX202,nci_alias,NCI_DD_INV,,engineeredil2prodrugxtx202
,modified IL-2 XTX202,nci_alias,NCI_DD_INV,,modifiedil2xtx202
,protein-engineered IL-2 XTX202,nci_alias,NCI_DD_INV,,proteinengineeredil2xtx202
,tumor-selective IL-2 XTX202,nci_alias,NCI_DD_INV,,tumorselectiveil2xtx202
,XTX 202,nci_alias,NCI_DD_INV,,xtx202
,XTX-202,nci_alias,NCI_DD_INV,,xtx202
,rivaroxaban,investigational_name,NCI_DD_INV,,rivaroxaban
,366789-02-8,nci_alias,NCI_DD_INV,,366789028
,"5-chloro-N-(((5S)-2-oxo-3-(4-(3-oxomorpholin-4-yl)phenyl)- 1,3-oxazolidin-5-yl)methyl)thiophene-2-carboxamide",nci_alias,NCI_DD_INV,,5chloron5s2oxo343oxomorpholin4ylphenyl13oxazolidin5ylmethylthiophene2carboxamide
,BAY 59-7939,nci_alias,NCI_DD_INV,,bay597939
,Xarelto,nci_alias,NCI_DD_INV,,xarelto
,BAY 59 7939,nci_alias,NCI_DD_INV,,bay597939
,BAY 597939,nci_alias,NCI_DD_INV,,bay597939
,BAY-59-7939,nci_alias,NCI_DD_INV,,bay597939
,BAY597939,nci_alias,NCI_DD_INV,,bay597939
,sho-saiko-to,investigational_name,NCI_DD_INV,,shosaikoto
,xiao chai hu tang,nci_alias,NCI_DD_INV,,xiaochaihutang
,xiao-chai-hu-tang,nci_alias,NCI_DD_INV,,xiaochaihutang
,TJ-9,nci_alias,NCI_DD_INV,,tj9
,keisho-to,nci_alias,NCI_DD_INV,,keishoto
,minor bupleurum formula,nci_alias,NCI_DD_INV,,minorbupleurumformula
,TLR1/2 agonist Pam3Cys-GDPKHPKSF,investigational_name,NCI_DD_INV,,tlr12agonistpam3cysgdpkhpksf
,XS15,nci_alias,NCI_DD_INV,,xs15
,XS 15,nci_alias,NCI_DD_INV,,xs15
,XS-15,nci_alias,NCI_DD_INV,,xs15
,TLR1/2 agonist XS15,nci_alias,NCI_DD_INV,,tlr12agonistxs15
,TLR1/2 ligand XS15,nci_alias,NCI_DD_INV,,tlr12ligandxs15
,Pam3Cys-GDPKHPKSF XS15,nci_alias,NCI_DD_INV,,pam3cysgdpkhpksfxs15
,"N-palmitoyl-S-[2,3-bis(palmitoyloxy)-(2R)-propyl]-(R)-cysteinyl-GDPKHPKSF",nci_alias,NCI_DD_INV,,npalmitoyls23bispalmitoyloxy2rpropylrcysteinylgdpkhpksf
,vorolanib,investigational_name,NCI_DD_INV,,vorolanib
,X 82,nci_alias,NCI_DD_INV,,x82
,CM-082,nci_alias,NCI_DD_INV,,cm082
,CM 082,nci_alias,NCI_DD_INV,,cm082
,"(S,Z)-N-(1-(dimethylcarbamoyl)pyrrolidin-3-yl)-5-((5-fluoro-2-oxoindolin-3-ylidene)methyl)-2,4-dimethyl-1H-pyrrole-3-carboxamide",nci_alias,NCI_DD_INV,,szn1dimethylcarbamoylpyrrolidin3yl55fluoro2oxoindolin3ylidenemethyl24dimethyl1hpyrrole3carboxamide
,VEGFR/PDGFR Dual Kinase Inhibitor X-82,nci_alias,NCI_DD_INV,,vegfrpdgfrdualkinaseinhibitorx82
,X-82,nci_alias,NCI_DD_INV,,x82
,CM082,nci_alias,NCI_DD_INV,,cm082
,1013920-15-4,nci_alias,NCI_DD_INV,,1013920154
,vudalimab,investigational_name,NCI_DD_INV,,vudalimab
,XmAb20717,nci_alias,NCI_DD_INV,,xmab20717
,PD-1 x CTLA-4 dual checkpoint inhibitor XmAb20717,nci_alias,NCI_DD_INV,,pd1xctla4dualcheckpointinhibitorxmab20717
